Respondent_Serial,SM_GPID,Pre_Post,yyyymmdd,WEEK,SEX,AGEBANDS,Region,Region2,SEG,Brand_pref,Brand_loyal,Brand_dif,TOM_01,TotalUnaided_01,Familiarity_01,Aided_01,Tried_01,MostOften_01,BoughtLast_01,Consideration_01,Consideration_TopBox_01,Consideration_T2B_01,KPIA_01,KPIB_01,KPIC_01,KPID_01,KPIE_01,KPIF_01,KPIH_01,KPII_01,KPIJ_01,COMAW_01,Emotional_01,Uniqueness_01,Rational_01,Leadership_01,Premiumness_01,Cost_01,VarietyFamiliarity_01,VarietyPI_01,VarietyPerception_01,MC1,MC2,MC2P,MC2B,MC2N,WOM1,WOM2,WOM2P,WOM2B,WOM2N,EX1,EX2,EX2P,EX2B,EX2N,COOKIES_FREQ,feddistr,Regular_Buyers_Brand1,MostOften_BBW,Regular_BBW,Trial_BBW,Prompted_BBW,Consideration_Top1_BBW,BB_regular_buyers,Noodle_frequent_buyers,Noodle_Eaters,tv_fr,onl_fr,tv_onl,bloger,ex2pbp,wom2pbp,mc2pbp,wave,wave1
101429,b2671668-80fb-4b87-945c-a13ac47f9e01,2,20230724,202330,1,1,3,2,5,1,1,3,0,1,3,1,0,0,0,3,0,1,0,0,1,1,1,1,1,1,1,1,6,5,7,6,6,2,4,4,3,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,8,0,0,0,1,1,0,2,1,2,0,0,0,0,1,0,0,,
101430,dfd1ba1b-cdf4-45a8-99d2-ff8ade77e3d9,2,20230724,202330,1,1,3,2,5,2,0,2,0,0,3,1,0,0,0,2,0,0,1,1,1,1,1,1,1,1,1,0,7,7,7,7,6,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,8,0,0,0,0,1,0,2,1,2,0,1,0,0,1,0,0,,
101432,0cefcd08-fbc5-4291-acc5-f8f777b2c0bd,2,20230724,202330,1,1,3,2,4,3,0,3,1,1,5,1,1,0,1,3,0,1,1,1,1,0,0,1,1,1,0,0,9,9,9,9,9,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,6,1,0,0,0,0,0,1,2,1,0,0,0,0,1,0,0,,
101434,4723dfb8-4daa-4bba-81b8-01cae9fb6f2c,2,20230724,202330,2,1,1,1,5,1,2,3,0,0,6,1,1,1,1,4,1,1,1,1,0,0,1,1,1,0,0,0,11,11,11,11,10,2,5,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,17,0,0,0,0,0,0,,
101439,be5b6f63-f3ec-42d3-b5de-1c99fd8b429e,2,20230724,202330,1,1,3,2,4,2,0,3,0,0,5,1,1,0,1,4,1,1,0,1,1,0,1,1,1,0,0,1,11,8,10,9,8,3,6,5,4,0,0,0,0,0,1,3,0,1,0,1,4,1,0,0,0,4,1,1,1,1,1,1,1,1,1,36,0,0,0,1,1,0,,
101442,4cbb253a-a34e-48f0-8186-220fecde4f93,2,20230724,202330,1,1,3,2,3,2,0,4,0,0,3,1,0,0,0,4,1,1,1,0,0,0,0,0,1,0,0,1,11,10,10,10,9,2,6,3,4,1,3,0,1,0,0,0,0,0,0,1,4,1,0,0,0,6,0,1,1,1,1,0,2,1,2,2,0,0,0,1,0,1,,
101446,831c17c4-fbe0-48fe-abe2-67c899c495f3,2,20230724,202330,1,1,3,2,4,1,2,3,0,1,6,1,1,1,0,4,1,1,1,1,1,1,0,1,1,1,1,1,11,9,11,11,11,3,3,0,0,1,4,1,0,0,-1,0,0,0,0,1,4,1,0,0,0,4,1,0,0,0,1,0,1,2,2,0,0,0,0,1,0,1,,
101447,7de79a0d-c732-46e7-b9c1-343c4ffcc9fc,2,20230724,202330,1,1,3,2,3,2,0,4,0,1,4,1,1,0,0,2,0,0,1,0,1,0,0,1,0,0,1,0,9,8,7,9,10,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,4,0,0,0,0,0,0,2,1,2,0,0,0,0,1,0,0,,
101810,5feef3d4-57cb-4ad1-9f27-7f84a49dc953,2,20230725,202330,1,1,3,2,3,2,0,2,0,1,5,1,1,0,0,3,0,1,1,1,1,1,0,1,1,1,0,0,10,8,10,10,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,4,1,0,0,0,0,0,1,2,1,0,0,0,0,1,0,0,,
101812,743c99dc-8517-4f8c-8624-b4166b668f8b,2,20230725,202330,1,1,3,2,3,2,0,2,0,1,6,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,11,11,11,11,11,3,6,5,4,0,0,0,0,0,1,4,1,0,0,1,4,1,0,0,0,4,1,1,1,1,1,1,1,2,2,0,4,0,0,1,1,0,,
101835,da175a19-5877-4e89-97d3-01138b48312b,2,20230726,202330,1,1,1,1,4,2,0,2,0,1,5,1,1,0,0,3,0,1,0,0,1,0,1,1,1,0,0,0,8,8,8,8,8,1,4,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,16,0,0,0,0,0,0,,
101838,deb976ff-41ff-4410-b4f6-3c5307926377,2,20230726,202330,1,1,1,1,4,3,0,3,0,0,5,1,1,0,1,3,0,1,1,0,1,1,1,1,1,1,1,1,7,6,6,7,7,2,4,4,2,1,2,0,0,0,0,0,0,0,0,1,4,1,0,0,0,1,1,0,0,1,1,0,1,1,1,25,0,0,0,1,0,0,,
101881,ddb3fa89-1317-4b44-8e22-325e8926fbad,2,20230731,202331,2,2,3,2,3,3,0,3,1,1,6,1,1,1,0,4,1,1,1,1,1,1,1,1,1,1,0,1,10,9,9,8,10,2,3,0,0,-1,0,0,0,0,1,2,0,0,0,1,4,1,0,0,0,4,1,0,0,0,1,0,1,2,1,1,0,0,0,1,0,0,,
101882,f7ec4abb-e66a-4f95-bbf8-344e42ed7dbc,2,20230731,202331,1,2,3,2,4,2,0,2,0,0,3,1,0,0,0,2,0,0,0,0,0,1,1,0,0,1,0,0,6,6,6,7,7,1,2,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,0,2,2,2,5,0,0,0,0,0,0,,
101883,e6ff5487-9fc2-4001-b8b7-83adbf568dd7,2,20230731,202331,2,2,3,2,3,3,0,3,1,1,6,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,0,6,6,11,11,11,1,3,0,0,-1,0,0,0,0,-1,0,0,0,0,1,4,1,0,0,0,8,1,0,0,0,1,0,1,1,1,7,0,0,0,1,0,0,,
101884,48a82a02-ab12-4447-bb75-a1a9d6d5d8a7,2,20230731,202331,2,2,1,1,5,2,0,3,1,1,6,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,0,11,11,8,10,10,1,2,0,0,0,0,0,0,0,1,4,1,0,0,1,4,1,0,0,0,1,1,0,0,0,1,0,1,1,1,19,0,0,0,1,1,0,,
101886,1dc97a7a-82cf-44c6-9aa6-02a2595c84f3,2,20230731,202331,2,2,3,2,5,3,0,3,0,0,4,1,1,0,1,3,0,1,1,1,1,1,1,1,1,1,1,1,9,6,9,10,11,1,4,5,4,1,4,1,0,0,1,4,1,0,0,1,4,1,0,0,0,4,0,0,0,1,1,1,2,2,1,7,1,8,0,1,1,1,,
101888,57c1ec17-c1bf-4ec6-8174-f84bf38c2a2b,2,20230731,202331,2,2,3,2,3,2,0,2,0,1,5,1,1,0,0,3,0,1,1,1,1,1,1,1,1,1,1,0,10,9,11,10,11,2,5,5,4,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,8,1,0,1,1,1,1,1,2,2,15,0,0,0,1,0,0,,
101889,f8ea5694-5d91-4305-b253-cbe3f49cea4a,2,20230731,202331,2,2,1,1,4,1,1,4,0,0,4,1,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,9,9,9,9,10,1,5,5,4,1,4,1,0,0,1,4,1,0,0,1,4,1,0,0,0,1,0,0,1,1,1,1,2,1,2,9,0,0,0,1,1,1,,
101890,f4ce894e-5c5c-43ed-a06e-5f793927d83a,2,20230731,202331,2,2,1,1,4,2,0,3,0,1,5,1,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,7,7,6,5,7,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1,4,0,0,0,0,0,0,,
101891,bedc2bb0-0ee1-46fd-8cd2-11fdd203bfb4,2,20230731,202331,1,2,1,1,4,2,0,4,0,1,6,1,1,1,0,3,0,1,1,0,1,0,1,1,1,1,1,0,11,11,11,11,10,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,1,1,0,0,0,1,0,1,1,1,22,0,0,0,1,0,0,,
101892,1cb0f200-909b-4c59-9ab7-d61de23f922e,2,20230731,202331,2,2,3,2,3,2,0,3,0,0,6,1,1,1,0,4,1,1,1,1,1,1,1,1,1,1,1,0,11,11,11,11,11,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,7,1,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,,
101893,1069a916-4563-4116-8ce2-9c4ab0ab2c8f,2,20230731,202331,2,2,3,2,3,2,0,3,0,0,5,1,1,0,0,3,0,1,1,1,1,1,0,0,0,1,0,1,11,6,11,6,6,1,5,5,4,1,4,1,0,0,0,0,0,0,0,1,4,1,0,0,0,4,1,0,1,1,1,1,1,1,1,51,0,0,0,1,0,1,,
101895,9fd1b5f1-de0f-42ab-ae56-d82f6d65b7a1,2,20230731,202331,2,2,3,2,3,3,0,4,0,0,4,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,7,6,6,7,9,2,4,3,2,-1,0,0,0,0,-1,0,0,0,0,1,2,0,0,0,0,5,0,0,0,1,1,0,2,2,1,29,0,0,0,0,0,0,,
101896,18f169ff-f5ce-40e9-9ae2-e48f16dfc64e,2,20230731,202331,2,2,3,2,3,1,2,4,0,0,3,1,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,6,7,8,4,11,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,8,0,0,0,0,1,0,2,2,2,25,0,0,0,0,0,0,,
101897,7bf4fc61-31aa-447f-8ea1-54f2ec3f3b3a,2,20230731,202331,2,2,3,2,6,3,0,3,1,1,5,1,1,0,1,3,0,1,0,0,1,1,0,0,0,1,0,1,6,6,7,3,8,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,7,1,0,0,0,1,0,1,1,2,15,0,0,0,0,0,0,,
101899,035df7c8-1255-4e64-b4b8-c3c546488b00,2,20230731,202331,2,2,2,1,5,2,0,3,0,0,4,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,5,5,5,5,3,3,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,2,1,1,0,0,0,0,0,0,0,,
101906,58137614-ccec-4834-879c-ac6497f816ec,2,20230731,202331,1,2,1,1,3,2,0,2,1,1,5,1,1,0,1,4,1,1,1,1,1,1,1,1,1,1,1,1,11,6,11,11,11,2,6,5,4,-1,0,0,0,0,-1,0,0,0,0,1,4,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,,
101911,891a1090-aae6-42fa-aefe-c638b2101a5a,2,20230731,202331,1,2,3,2,4,2,0,4,0,1,5,1,1,0,1,3,0,1,1,1,1,1,0,1,1,1,1,1,9,11,9,10,10,2,4,4,4,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,8,1,0,0,1,1,0,1,1,1,19,0,0,0,1,0,0,,
101912,4ee15f04-8a2e-44b3-9fda-6b493b09507c,2,20230731,202331,1,2,2,1,6,2,0,3,0,0,6,1,1,1,0,3,0,1,0,0,0,0,1,0,1,1,0,1,10,9,10,10,8,3,5,5,4,1,4,1,0,0,1,4,1,0,0,1,4,1,0,0,0,2,1,0,1,1,1,1,1,1,1,13,0,0,0,1,1,1,,
101914,f926f85d-870d-4f4b-a81c-cff92cafd0a5,2,20230731,202331,2,1,3,2,3,1,1,3,0,0,3,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,6,6,9,7,7,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,2,1,1,15,0,0,0,0,0,0,,
101917,9180245f-f93e-498d-b413-6b940e8f8d71,2,20230731,202331,2,1,3,2,4,2,0,4,0,1,5,1,1,0,0,4,1,1,1,1,1,1,1,1,1,1,1,0,11,11,11,11,11,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,6,1,0,0,0,1,0,1,1,2,0,0,0,0,1,0,0,,
101918,632a9978-0a5e-4ce8-8daf-da0e5da6c1b6,2,20230731,202331,1,2,3,2,3,1,2,3,0,0,4,1,1,0,1,4,1,1,0,1,1,0,0,0,0,0,0,0,7,9,10,6,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,9,0,0,0,0,0,0,2,1,2,12,0,0,0,0,0,0,,
101919,129ad823-c29b-46e1-9aeb-8684cb1016f5,2,20230731,202331,2,1,3,2,3,2,0,2,0,0,4,1,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,5,7,7,6,6,1,2,0,0,1,2,0,0,0,1,2,0,0,0,1,2,0,0,0,0,4,0,0,0,0,1,0,2,1,1,27,0,0,0,0,0,0,,
101921,794c6785-fb41-4227-98c0-71406679ed2e,2,20230731,202331,1,2,1,1,4,3,0,4,0,0,5,1,1,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,10,10,9,8,11,2,4,4,4,-1,0,0,0,0,-1,0,0,0,0,1,4,1,0,0,0,1,1,0,0,1,1,0,1,2,2,7,0,0,0,1,0,0,,
101922,1d91b24f-7237-42ad-8b50-c6ce740d42f2,2,20230731,202331,1,2,3,2,3,3,0,2,0,0,4,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,6,6,9,1,11,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,8,0,0,0,0,1,0,2,2,2,2,0,0,0,1,0,0,,
101925,041bda82-a7ec-49f8-a789-b1d58fa47b15,2,20230731,202331,1,2,1,1,4,3,0,3,0,0,5,1,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,6,8,7,6,8,1,2,0,0,-1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,1,0,0,0,1,0,1,1,2,0,0,0,0,0,0,0,,
101926,9647be14-f76f-4d51-a34f-5628b53e7124,2,20230731,202331,1,2,3,2,4,2,0,3,0,1,5,1,1,0,0,3,0,1,1,1,1,1,1,1,1,1,1,1,11,11,11,11,11,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,6,1,0,0,0,1,0,1,2,1,21,0,0,0,1,0,0,,
101929,01dac25f-6090-4d60-878a-1a2c6f2111bf,2,20230731,202331,1,2,3,2,3,2,0,2,0,0,5,1,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,8,6,6,7,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,1,1,1,12,0,0,0,0,0,0,,
101932,86cf0ab1-2a21-4b18-80a8-0266d09a2c0f,2,20230731,202331,2,1,3,2,3,1,2,4,1,1,6,1,1,1,0,4,1,1,1,1,1,1,1,1,1,1,1,0,11,11,11,11,11,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,6,1,0,0,0,1,0,1,2,2,0,0,0,0,1,0,0,,
101937,fef1911f-d890-49ee-8d08-a77b8620d953,2,20230731,202331,2,1,2,1,4,2,0,3,0,1,6,1,1,1,0,4,1,1,1,1,1,1,1,1,1,1,1,0,11,11,11,11,8,3,6,5,4,-1,0,0,0,0,-1,0,0,0,0,1,4,1,0,0,0,2,1,1,1,1,1,1,1,2,2,0,0,0,0,1,0,0,,
101939,92b53680-37e6-41d2-8c6a-6b37bc7f6815,2,20230731,202331,2,1,3,2,5,2,0,4,0,0,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,6,10,10,8,10,2,4,4,2,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,3,0,0,0,1,1,0,2,1,2,22,0,0,0,0,0,0,,
101942,,2,20230731,202331,2,1,3,2,3,1,2,2,0,0,3,1,0,0,0,3,0,1,1,1,1,1,0,1,1,1,1,0,9,10,10,11,11,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,9,0,0,0,0,1,0,2,2,2,0,0,0,0,1,0,0,,
101946,f0e7f142-4645-4d2f-bd93-6d94b82e67bd,2,20230731,202331,2,1,3,2,2,1,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,8,0,0,0,0,1,0,2,2,2,13,0,0,0,1,0,0,,
101971,ca18583d-3144-4faa-a022-80a49b87f3fe,2,20230801,202331,2,1,3,2,5,1,2,4,0,0,4,1,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,6,6,5,3,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,8,0,0,0,0,0,0,2,2,2,120,2,122,0,1,0,0,,
101973,9093c601-b242-44f7-abd1-9b3d64deabae,2,20230801,202331,2,1,3,2,2,1,1,3,0,0,2,1,0,0,0,2,0,0,1,0,0,0,0,0,1,1,1,0,10,7,8,9,4,1,3,0,0,-1,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,9,0,0,0,0,1,0,2,1,2,0,0,0,0,1,0,0,,
101979,69a18f1a-b472-41ec-9dc7-b5e4b5f8813f,2,20230801,202331,2,1,3,2,3,1,2,3,0,1,5,1,1,0,0,2,0,0,1,1,1,0,0,1,0,0,1,1,8,11,10,10,6,2,3,0,0,0,0,0,0,0,1,4,1,0,0,1,4,1,0,0,0,3,1,0,0,0,1,0,1,1,1,15,0,0,0,1,1,0,,
101994,92367c35-b1c6-4837-8c0f-6bee46475354,2,20230801,202331,1,1,1,1,4,3,0,2,1,1,4,1,1,0,0,3,0,1,1,1,1,1,1,1,1,1,1,1,7,9,9,10,8,2,4,4,2,1,2,0,0,0,1,3,0,1,0,1,2,0,0,0,0,1,0,0,0,1,1,0,2,1,1,31,0,0,0,0,1,0,,
101997,5213d215-9261-4db2-8363-d090609c481a,2,20230801,202331,1,1,1,1,4,1,2,2,0,0,3,1,0,0,0,3,0,1,1,1,1,1,1,1,1,1,1,1,8,8,9,8,7,2,2,0,0,1,2,0,0,0,0,0,0,0,0,1,3,0,1,0,0,1,0,0,0,0,1,0,2,1,1,25,0,0,0,1,0,0,,
101999,50f4d3c5-1a7a-4f6a-9171-c26b49015fc4,2,20230801,202331,1,1,1,1,4,2,0,2,0,0,5,1,1,0,1,4,1,1,1,1,1,1,1,1,1,1,1,1,11,11,11,1,2,3,4,3,4,-1,0,0,0,0,-1,0,0,0,0,1,4,1,0,0,0,1,1,0,0,1,1,0,1,1,2,4,0,0,0,1,0,0,,
102002,6f10dffa-3ddf-4624-9751-7d91b8bdb3fc,2,20230801,202331,1,1,3,2,2,1,1,4,0,0,4,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,9,9,9,9,8,1,1,0,0,1,4,1,0,0,1,4,1,0,0,1,4,1,0,0,0,4,0,0,0,0,0,0,2,1,2,24,0,0,0,1,1,1,,
102003,a7e9d78f-a3e9-460a-912c-64d046929c88,2,20230801,202331,1,1,3,2,3,3,0,2,0,0,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,9,5,5,7,8,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,1,0,2,2,2,0,3,0,0,0,0,0,,
102004,0427ffa0-4ce4-439c-87d1-9c9744686ebe,2,20230801,202331,2,1,2,1,3,3,0,3,1,1,6,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,0,11,11,11,11,7,2,1,0,0,0,0,0,0,0,1,4,1,0,0,1,4,1,0,0,0,2,1,0,0,0,0,0,1,2,2,0,0,0,0,1,1,0,,
102007,7a75b763-4db2-4692-ac58-62777937263b,2,20230801,202331,1,1,3,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,1,1,1,0,2,1,2,0,0,0,0,0,0,0,,
102010,6eb87224-5f75-47c2-a69d-a75549e58b2b,2,20230801,202331,1,1,2,1,4,2,0,3,0,1,5,1,1,0,1,4,1,1,1,0,1,1,1,1,1,1,0,0,11,11,11,11,11,3,4,5,3,1,3,0,1,0,0,0,0,0,0,1,3,0,1,0,0,2,1,0,0,1,1,1,1,1,1,0,0,0,0,1,0,1,,
102012,3d663d48-cbf8-4596-a93e-ccb5941c7856,2,20230801,202331,1,1,3,2,3,2,0,3,0,0,4,1,1,0,0,3,0,1,1,1,1,1,1,1,1,1,1,0,9,11,10,11,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,4,0,0,0,0,0,0,2,1,1,0,0,0,0,1,0,0,,
102015,d89b8cca-630f-472f-b895-d7292f90a80d,2,20230801,202331,1,1,3,2,4,2,0,3,0,1,4,1,1,0,0,3,0,1,0,0,1,0,0,1,1,1,0,1,4,3,3,7,2,1,2,0,0,1,3,0,1,0,0,0,0,0,0,1,3,0,1,0,0,4,0,0,0,0,1,0,2,2,2,19,0,0,0,1,0,1,,
102019,fb95254c-6555-439e-87c8-59d736b339da,2,20230801,202331,1,2,3,2,3,2,0,2,0,0,4,1,1,0,0,3,0,1,0,1,0,1,0,1,1,1,0,0,9,9,8,9,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,1,9,0,0,0,0,0,0,2,1,2,7,1,7,0,1,0,0,,
102029,6f0da136-4669-436e-b1ce-5f60c5d80810,2,20230802,202331,1,1,3,2,3,1,2,3,0,0,5,1,1,0,0,3,0,1,1,1,1,1,1,1,1,1,0,1,11,10,11,6,7,2,4,4,4,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,2,7,1,0,0,1,1,0,1,1,2,0,2,0,0,1,0,0,,
102030,7675d2c4-e32a-44a0-819d-8e40ae297e49,2,20230802,202331,1,1,3,2,4,2,0,3,0,1,5,1,1,0,0,3,0,1,1,1,1,1,1,1,1,1,1,1,9,9,11,11,11,2,5,5,4,0,0,0,0,0,1,4,1,0,0,1,4,1,0,0,0,6,1,0,1,1,1,1,1,1,1,21,0,0,0,1,1,0,,
102031,a709dffe-2618-4f6d-b3ed-3d43dbffa99c,2,20230802,202331,1,1,3,2,4,2,0,2,0,0,3,1,0,0,0,3,0,1,1,0,0,0,0,1,0,0,0,1,6,4,4,4,6,1,2,0,0,1,2,0,0,0,1,3,0,1,0,-1,0,0,0,0,1,4,0,0,0,0,1,0,2,2,2,0,1,0,0,0,1,0,,
102039,ee8e4e8b-6614-421d-bf37-93ebcde631e6,2,20230802,202331,1,1,3,2,4,2,0,3,0,1,5,1,1,0,1,4,1,1,1,1,0,0,0,0,0,0,1,1,9,3,9,11,4,2,5,5,4,-1,0,0,0,0,1,4,1,0,0,1,3,0,1,0,0,4,1,0,1,1,1,1,1,2,1,0,0,0,0,1,1,0,,
102067,b2e06eac-2db4-4d05-9c83-08516e6353d6,2,20230807,202332,1,2,3,2,4,1,2,2,0,0,4,1,1,0,0,4,1,1,1,0,0,1,1,1,0,1,0,0,7,8,8,11,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,9,0,0,0,0,0,0,2,1,1,0,0,0,0,1,0,0,,
102068,a23727d7-cc7c-4547-bfd4-4b66b4624271,2,20230807,202332,2,1,3,2,3,3,0,2,0,0,5,1,1,0,0,4,1,1,1,1,1,1,0,1,1,1,0,0,10,6,10,6,5,1,5,4,4,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,8,1,0,1,1,1,0,1,1,2,0,0,0,0,1,0,0,,
102070,89ff3d96-060b-44b8-9382-6c47c42ae22b,2,20230807,202332,2,2,3,2,4,2,0,3,1,1,6,1,1,1,0,4,1,1,1,1,1,1,1,1,1,1,1,1,11,11,11,11,11,3,6,5,4,0,0,0,0,0,1,4,1,0,0,1,4,1,0,0,0,6,1,1,1,1,1,1,1,1,1,6,0,0,0,1,1,0,,
102073,ac4ac06b-ccc2-40bd-82e8-2b85605e6674,2,20230807,202332,1,2,1,1,5,2,0,3,0,1,6,1,1,1,0,3,0,1,1,1,0,1,1,1,1,1,1,1,9,8,8,9,10,3,5,5,4,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,1,1,0,1,1,1,1,1,1,1,7,0,0,0,1,0,0,,
102075,69cf4819-b476-471d-b4fc-c4f536d80465,2,20230807,202332,1,2,1,1,3,2,0,3,0,0,5,1,1,0,0,3,0,1,1,1,1,1,1,1,0,1,1,0,7,8,7,9,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,,
102077,1f6851e2-d803-41ea-a3e0-2deb33c67609,2,20230807,202332,2,2,3,2,5,1,2,2,0,0,3,1,0,0,0,3,0,1,1,1,0,0,1,1,0,1,0,1,10,2,11,10,11,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,7,0,0,0,0,1,0,2,2,2,0,0,0,0,1,0,0,,
102078,1eb1bef7-5b19-42a4-b64f-9b5b705ecee7,2,20230807,202332,2,2,3,2,3,3,0,3,0,0,5,1,1,0,0,3,0,1,1,0,0,1,0,1,0,1,1,0,8,8,9,9,8,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,4,1,0,0,0,1,0,1,2,2,12,0,0,0,1,0,0,,
102083,58c50393-ffdb-40c9-96e9-c87e908499ac,2,20230807,202332,2,2,3,2,4,2,0,2,1,1,6,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,11,11,10,10,10,2,6,5,3,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,9,1,1,1,1,1,1,1,1,1,17,0,0,0,1,0,0,,
102084,b392f0ae-98e6-44fe-aeb4-6a2289610a47,2,20230807,202332,2,2,3,2,4,1,2,3,0,0,3,1,0,0,0,4,1,1,1,0,1,1,1,0,1,1,1,0,10,10,11,11,10,1,6,5,4,-1,0,0,0,0,-1,0,0,0,0,1,3,0,1,0,0,9,0,1,1,1,1,1,2,1,1,11,0,0,0,1,0,0,,
102086,,2,20230807,202332,1,1,1,1,4,2,0,3,0,0,4,1,1,0,1,3,0,1,0,1,0,0,0,0,0,0,1,1,7,6,8,7,7,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,1,0,0,0,0,1,0,2,1,1,0,0,0,0,1,0,0,,
102087,4e41076c-ca1c-4602-9a18-0be6583afef3,2,20230807,202332,2,2,3,2,6,2,0,4,1,1,6,1,1,1,0,4,1,1,0,1,1,1,1,1,1,1,0,1,11,11,11,11,11,3,6,5,4,0,0,0,0,0,1,4,1,0,0,1,4,1,0,0,0,9,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,,
102088,05c793ce-f1f8-4a21-919d-1f65051c7553,2,20230807,202332,2,2,3,2,4,1,2,4,1,1,4,1,1,0,0,3,0,1,0,0,0,1,1,1,0,1,1,0,10,9,10,9,11,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,6,0,0,0,0,0,0,2,2,2,1,0,0,0,1,0,0,,
